Customer_ID,Activity_Month,Tenure_Months,Monthly_Data_GB,Monthly_Voice_Minutes,Monthly_SMS,International_Minutes,Roaming_Usage_GB,Average_Call_Duration,Network_Downtime_Minutes,Dropped_Call_Rate,Network_Quality_Score,Service_Quality_Score,Customer_Satisfaction_Score,Monthly_Charge,Additional_Charges,Discount,Tax,Total_Monthly_Bill,Payment_Delay_Days,Missed_Payments,Outstanding_Balance,Customer_Service_Calls,Technical_Support_Tickets,Complaint_Count,Competitor_Available,Competitor_Name,Competitor_Price_Difference,Competitor_Promotion,Competitor_Service_Rating,Port_Out_Intent,Churn_Status,Network_Downtime_Outlier
NXT-100005,2023-10-01,3,0.00,134.80,135.00,0.00,0.00,4.24,12.90,0.0050,84.30,73.50,56.10,18.50,0.00,0.00,1.39,19.89,0,0,0.00,1,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100005,2023-11-01,4,8.36,176.10,50.00,0.00,0.00,4.49,14.60,0.0103,87.40,72.40,50.80,18.50,4.80,0.00,1.39,24.69,4,0,0.00,3,1,0,No,,NULL,No,NULL,No,Active,0
NXT-100005,2023-12-01,5,4.80,173.20,89.00,0.00,0.00,3.34,38.70,0.0130,84.80,64.50,51.10,18.50,1.37,0.00,1.39,21.26,0,0,0.00,0,1,0,No,,NULL,No,NULL,No,Active,0
NXT-100005,2024-01-01,6,4.20,100.10,87.00,0.00,0.00,1.46,78.30,0.0149,82.60,73.10,60.90,18.50,5.28,0.00,1.39,25.17,0,0,0.00,1,1,0,No,,NULL,No,NULL,No,Active,0
NXT-100005,2024-02-01,7,0.00,17.00,126.00,0.00,0.00,0.50,54.90,0.0165,83.80,65.70,54.70,18.50,5.58,0.00,1.39,25.47,1,0,0.00,3,1,0,No,,NULL,No,NULL,No,Active,0
NXT-100005,2024-03-01,8,5.60,194.10,52.00,0.00,0.00,5.11,7.40,0.0282,81.00,72.90,NULL,18.50,0.00,0.00,1.39,19.89,1,0,0.00,0,1,0,No,,NULL,No,NULL,No,Active,0
NXT-100005,2024-04-01,9,0.00,388.00,82.00,0.00,0.00,4.13,3.20,0.0100,85.80,78.10,61.10,18.50,7.01,0.00,1.39,26.90,1,0,0.00,1,0,1,No,,NULL,No,NULL,No,Active,0
NXT-100005,2024-05-01,10,0.00,118.80,84.00,0.00,0.00,9.26,40.30,0.0219,83.90,83.70,58.90,18.50,0.57,0.00,1.39,20.46,0,0,0.00,2,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100005,2024-06-01,11,0.00,159.90,37.00,0.00,0.00,4.34,12.00,0.0223,84.10,71.00,63.00,18.50,0.56,0.00,1.39,20.45,0,0,0.00,0,2,0,No,,NULL,No,NULL,No,Active,0
NXT-100005,2024-07-01,12,0.56,162.40,150.00,0.00,0.00,2.86,1.50,0.0207,86.20,73.90,62.50,18.50,0.00,0.00,1.39,19.89,2,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100005,2024-08-01,13,5.38,265.50,125.00,0.00,0.00,6.40,61.00,0.0051,92.50,86.60,63.90,18.50,0.00,15.00,1.39,4.89,1,0,0.00,1,2,0,Yes,"Globacom Prime",-6.43,No,4.10,No,Active,0
NXT-100005,2024-09-01,14,0.00,219.40,0.00,0.00,0.00,5.62,1.50,0.0210,NULL,58.60,44.00,18.50,3.69,0.00,1.39,23.58,0,0,0.00,1,2,0,Yes,"AirLink Mobile",NULL,No,3.10,No,Active,0
NXT-100005,2024-10-01,15,0.00,216.30,59.00,0.00,0.00,2.17,6.40,0.0098,91.00,66.10,46.20,18.50,11.43,0.00,1.39,31.32,0,0,0.00,2,0,1,Yes,"Zenith Connect",-12.64,Yes,3.10,No,Active,0
NXT-100005,2024-11-01,16,0.00,189.40,46.00,0.00,0.00,3.20,43.00,0.0141,86.40,59.00,51.90,18.50,4.36,0.00,1.39,24.25,1,0,0.00,2,0,3,No,,NULL,No,NULL,No,Churned,0
NXT-100006,2023-01-01,0,3.36,403.60,91.00,0.00,0.00,6.71,20.10,0.0000,100.00,100.00,100.00,71.00,4.97,0.00,5.33,81.30,1,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2023-02-01,1,5.90,334.40,31.00,0.00,0.00,2.31,12.90,0.0082,93.00,91.60,100.00,71.00,0.89,0.00,5.33,77.22,0,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2023-03-01,2,0.00,266.30,0.00,0.00,0.00,4.67,1.20,0.0051,95.30,96.50,99.90,71.00,1.11,0.00,5.33,77.44,0,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2023-04-01,3,0.00,234.10,31.00,0.00,0.00,1.64,17.40,0.0000,100.00,92.00,94.80,71.00,0.00,0.00,5.33,76.33,0,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2023-05-01,4,5.91,281.10,50.00,0.00,0.00,3.92,49.70,0.0062,94.40,93.70,100.00,71.00,0.00,0.00,5.33,NULL,2,0,0.00,1,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2023-06-01,5,2.47,144.40,55.00,0.00,0.00,2.04,2.10,0.0000,100.00,92.50,94.90,71.00,0.00,0.00,5.33,76.33,1,0,0.00,1,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2023-07-01,6,0.00,245.30,153.00,0.00,0.00,1.79,30.20,0.0000,100.00,100.00,100.00,71.00,0.16,0.00,5.33,76.49,1,0,0.00,2,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2023-08-01,7,5.38,279.30,156.00,0.00,0.00,1.58,5.20,0.0008,97.00,100.00,100.00,71.00,1.86,0.00,5.33,78.19,0,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2023-09-01,8,0.00,281.30,82.00,0.00,0.00,4.09,46.30,0.0010,96.50,91.60,87.90,71.00,2.50,0.00,5.33,78.83,0,0,0.00,0,1,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2023-10-01,9,2.87,218.70,153.00,0.00,0.00,5.11,0.60,0.0049,96.30,92.40,90.50,71.00,0.00,0.00,5.33,76.33,0,0,0.00,0,1,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2023-11-01,10,0.00,221.10,107.00,0.00,0.00,4.05,6.30,0.0064,92.80,98.30,91.10,71.00,1.38,0.00,5.33,77.71,1,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2023-12-01,11,4.59,85.80,92.00,0.00,0.00,6.08,38.10,0.0006,98.60,90.10,83.20,71.00,2.55,0.00,5.33,78.88,0,0,0.00,1,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2024-01-01,12,0.00,202.40,162.00,0.00,0.00,4.25,16.40,0.0024,95.30,96.00,89.50,71.00,0.00,0.00,5.33,76.33,2,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2024-02-01,13,12.20,273.50,0.00,0.00,0.00,3.87,5.80,0.0008,96.10,99.50,98.60,71.00,5.30,0.00,5.33,81.63,1,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2024-03-01,14,7.19,269.90,37.00,0.00,0.00,6.53,55.40,0.0008,97.90,96.90,91.30,71.00,5.47,0.00,5.33,81.80,0,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2024-04-01,15,9.10,285.20,105.00,0.00,0.00,2.64,5.00,0.0009,95.70,95.90,93.70,71.00,4.92,0.00,5.33,81.25,2,0,NULL,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2024-05-01,16,4.68,372.60,94.00,0.00,0.00,3.89,4.70,0.0000,100.00,100.00,99.20,71.00,0.00,0.00,5.33,76.33,0,0,0.00,2,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2024-06-01,17,0.00,16.70,44.00,0.00,0.00,5.30,7.60,0.0010,98.40,93.80,100.00,71.00,0.00,0.00,5.33,76.33,0,0,0.00,0,1,0,No,,NULL,No,NULL,Yes,Active,0
NXT-100006,2024-07-01,18,5.48,119.50,69.00,0.00,0.00,4.86,7.60,0.0023,95.60,95.30,96.20,71.00,0.00,0.00,5.33,76.33,0,0,0.00,0,1,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2024-08-01,19,0.00,244.30,0.00,0.00,0.00,3.30,42.80,0.0041,88.30,94.00,92.90,71.00,0.00,0.00,5.33,76.33,2,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2024-09-01,20,9.90,216.80,100.00,0.00,0.00,3.16,4.30,0.0032,96.80,100.00,95.70,71.00,0.00,10.00,5.33,66.33,4,0,0.00,0,1,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2024-10-01,21,1.03,322.50,40.00,0.00,0.00,5.52,21.60,0.0018,98.00,94.80,98.50,71.00,8.67,0.00,5.33,85.00,0,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2024-11-01,22,2.92,177.10,85.00,0.00,0.00,4.38,5.40,0.0018,97.20,89.90,96.40,71.00,6.88,0.00,5.33,83.21,2,0,0.00,1,1,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2024-12-01,23,0.95,287.00,117.00,0.00,0.00,5.27,33.90,0.0000,100.00,100.00,99.30,71.00,8.36,0.00,5.33,84.69,1,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2025-01-01,24,0.61,205.00,55.00,0.00,0.00,3.07,44.00,0.0127,84.80,96.90,100.00,71.00,0.00,0.00,5.33,76.33,3,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2025-02-01,25,15.41,268.90,122.00,0.00,0.00,1.39,63.30,0.0033,93.60,94.00,100.00,71.00,6.38,15.00,5.33,67.71,3,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2025-03-01,26,9.87,217.30,41.00,0.00,0.00,4.24,28.90,0.0048,96.10,95.90,99.20,71.00,4.02,0.00,5.33,80.35,1,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2025-04-01,27,2.40,309.10,60.00,0.00,0.00,3.19,8.30,0.0022,92.80,94.60,100.00,71.00,0.00,0.00,5.33,76.33,3,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2025-05-01,28,0.00,331.60,126.00,0.00,0.00,3.65,20.00,0.0005,99.40,96.50,98.70,71.00,4.99,0.00,5.33,81.32,4,0,0.00,0,0,0,Yes,"9Wave Telecom",-9.20,Yes,3.50,No,Active,0
NXT-100006,2025-06-01,29,0.38,121.40,70.00,0.00,0.00,2.79,60.50,0.0083,88.90,94.30,NULL,71.00,7.43,5.00,5.33,78.76,0,0,0.00,1,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2025-07-01,30,4.25,359.90,95.00,0.00,0.00,4.75,9.80,0.0102,88.40,79.90,100.00,71.00,0.00,0.00,5.33,76.33,3,0,0.00,1,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2025-08-01,31,0.00,142.90,152.00,0.00,0.00,7.57,18.40,0.0007,98.10,87.90,89.40,71.00,0.00,0.00,5.33,76.33,0,0,0.00,0,1,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2025-09-01,32,10.64,248.20,0.00,0.00,0.00,3.35,1.30,0.0035,92.80,90.40,87.10,71.00,4.13,0.00,5.33,80.46,1,0,0.00,0,0,0,Yes,MTN-X,-13.02,No,2.50,No,Active,0
NXT-100006,2025-10-01,33,0.00,232.60,85.00,0.00,0.00,4.55,6.80,0.0094,89.80,90.60,95.30,71.00,1.43,15.00,5.33,62.76,0,0,0.00,0,0,0,No,,NULL,No,NULL,Yes,Active,0
NXT-100006,2025-11-01,34,0.00,225.70,117.00,0.00,0.00,6.07,5.40,0.0116,91.40,95.60,96.60,71.00,7.19,0.00,5.33,83.52,3,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100006,2025-12-01,35,4.14,184.90,0.00,0.00,0.00,6.58,12.50,0.0218,84.50,92.70,100.00,71.00,0.00,0.00,5.33,76.33,1,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100007,2023-12-01,0,17.89,103.60,53.00,10.30,0.00,3.09,83.30,0.0268,60.20,66.80,61.90,63.50,0.00,0.00,4.76,68.26,0,0,0.00,1,0,0,Yes,"Globacom Prime",3.68,Yes,3.50,No,Active,0
NXT-100007,2024-01-01,1,17.00,194.60,100.00,31.10,0.00,3.61,39.20,0.0335,63.90,63.70,58.90,63.50,1.79,0.00,4.76,70.05,2,0,0.00,0,0,1,Yes,"Globacom Prime",7.70,No,2.80,No,Active,0
NXT-100007,2024-02-01,2,17.37,10.50,66.00,17.90,0.00,2.18,38.50,0.0115,74.60,64.60,56.70,63.50,11.70,0.00,4.76,79.96,1,0,0.00,0,0,0,Yes,"AirLink Mobile",7.59,No,4.10,No,Active,0
NXT-100007,2024-03-01,3,5.51,221.40,128.00,23.80,0.00,4.76,44.40,0.0358,71.30,69.40,57.90,63.50,11.64,0.00,4.76,79.90,2,0,0.00,3,0,1,Yes,"Zenith Connect",8.39,No,4.40,No,Active,0
NXT-100007,2024-04-01,4,8.19,363.20,118.00,0.00,0.00,6.21,43.30,0.0055,74.10,71.10,63.90,63.50,0.00,0.00,4.76,68.26,1,0,0.00,0,1,0,Yes,MTN-X,-4.00,No,2.60,No,Active,0
NXT-100007,2024-05-01,5,11.19,210.20,26.00,5.90,0.00,6.55,29.30,0.0248,71.50,55.80,53.80,63.50,6.54,0.00,4.76,74.80,0,0,0.00,0,0,0,Yes,"Globacom Prime",18.32,No,3.10,No,Active,0
NXT-100007,2024-06-01,6,17.69,175.80,79.00,29.50,0.00,3.69,181.10,0.0375,66.40,59.40,62.00,63.50,4.99,0.00,4.76,73.25,0,0,0.00,0,0,1,Yes,"AirLink Mobile",7.10,No,4.60,No,Active,0
NXT-100007,2024-07-01,7,7.92,306.00,114.00,0.70,0.00,4.53,12.90,0.0092,74.60,69.60,67.00,63.50,8.67,0.00,4.76,76.93,0,0,0.00,1,0,0,Yes,MTN-X,16.52,No,3.00,No,Active,0
NXT-100007,2024-08-01,8,13.04,174.10,96.00,16.10,0.00,3.68,42.50,0.0161,69.10,70.80,57.60,63.50,0.00,0.00,4.76,68.26,4,0,NULL,0,0,0,Yes,MTN-X,12.14,No,4.00,No,Active,0
NXT-100007,2024-09-01,9,25.56,216.90,108.00,15.40,0.00,6.10,75.20,0.0214,62.20,65.80,70.30,63.50,2.72,0.00,4.76,70.98,0,0,NULL,0,0,0,Yes,"Zenith Connect",-11.04,No,2.70,No,Active,0
NXT-100007,2024-10-01,10,6.05,300.20,142.00,0.00,0.00,7.14,31.90,0.0524,63.60,64.10,64.60,63.50,0.00,0.00,4.76,68.26,2,0,0.00,0,0,0,Yes,"AirLink Mobile",5.28,Yes,3.50,No,Active,0
NXT-100007,2024-11-01,11,20.06,254.90,120.00,0.00,0.00,3.50,24.20,0.0179,NULL,59.10,65.80,63.50,0.00,0.00,4.76,68.26,1,0,0.00,0,0,0,Yes,"AirLink Mobile",12.70,No,2.50,No,Active,0
NXT-100007,2024-12-01,12,0.49,220.80,119.00,31.10,0.00,3.63,44.70,0.0067,72.10,62.80,61.10,63.50,5.33,0.00,4.76,73.59,0,0,0.00,2,0,0,Yes,MTN-X,9.86,No,4.00,No,Active,0
NXT-100007,2025-01-01,13,13.96,47.40,108.00,43.60,0.00,5.95,104.00,0.0196,64.40,69.20,63.30,63.50,12.71,0.00,4.76,80.97,1,0,0.00,0,0,0,Yes,"Zenith Connect",6.94,No,3.50,No,Active,0
NXT-100007,2025-02-01,14,13.32,183.90,134.00,0.00,0.00,4.54,21.10,0.0360,65.30,70.50,60.00,63.50,6.15,0.00,4.76,74.41,0,0,0.00,0,0,0,Yes,"Globacom Prime",NULL,Yes,3.60,No,Active,0
NXT-100007,2025-03-01,15,8.89,106.90,0.00,12.70,0.00,1.58,22.00,0.0246,65.80,71.30,62.50,63.50,0.70,0.00,4.76,68.96,0,0,0.00,2,0,0,Yes,"9Wave Telecom",8.62,No,4.70,No,Active,0
NXT-100007,2025-04-01,16,3.42,335.50,18.00,4.30,0.00,4.43,55.80,0.0254,74.90,68.90,67.00,63.50,6.04,0.00,4.76,74.30,0,0,0.00,0,1,0,Yes,MTN-X,2.47,No,4.00,Yes,Active,0
NXT-100007,2025-05-01,17,6.79,248.80,147.00,40.50,0.00,3.09,21.90,0.0504,62.70,50.20,55.60,63.50,0.00,0.00,4.76,68.26,1,0,0.00,1,0,0,Yes,"AirLink Mobile",-0.72,No,2.70,Yes,Active,0
NXT-100007,2025-06-01,18,11.29,166.90,57.00,0.00,0.00,8.25,29.20,0.0320,74.30,66.70,54.90,63.50,0.00,0.00,4.76,68.26,0,0,0.00,0,2,0,Yes,MTN-X,10.88,Yes,4.50,No,ACTIVE,0
NXT-100007,2025-07-01,19,18.53,107.20,144.00,10.80,0.00,0.89,88.20,0.0297,66.80,60.30,63.70,63.50,5.28,0.00,4.76,73.54,9,0,0.00,0,1,0,Yes,MTN-X,-12.02,Yes,3.30,No,Active,0
NXT-100007,2025-08-01,20,14.59,214.00,88.00,0.00,0.00,3.69,41.60,0.0283,75.90,69.00,61.30,63.50,0.00,0.00,4.76,68.26,1,0,NULL,0,0,0,Yes,"Zenith Connect",-13.77,No,3.20,No,Active,0
NXT-100007,2025-09-01,21,14.46,140.50,149.00,6.90,0.00,6.14,45.50,0.0241,77.10,64.90,54.00,63.50,6.42,15.00,4.76,59.68,2,0,0.00,0,0,0,Yes,MTN-X,10.35,No,2.80,No,Active,0
NXT-100007,2025-10-01,22,15.01,100.50,146.00,0.00,0.00,4.56,10.20,0.0474,67.60,59.90,55.60,63.50,5.95,0.00,4.76,74.21,0,0,0.00,1,0,0,Yes,"Globacom Prime",-0.01,No,4.50,No,Active,0
NXT-100007,2025-11-01,23,15.78,198.60,133.00,26.90,0.00,0.50,50.60,0.0064,72.80,64.70,62.90,63.50,11.53,0.00,4.76,79.79,2,0,0.00,0,0,0,Yes,"Globacom Prime",0.19,No,3.70,No,Active,0
NXT-100007,2025-12-01,24,8.08,317.60,56.00,29.40,0.00,2.82,12.90,0.0330,69.10,61.60,61.50,63.50,4.34,0.00,4.76,72.60,2,0,NULL,1,0,0,Yes,MTN-X,8.80,Yes,4.50,No,Active,0
NXT-100008,2024-03-01,0,6.45,338.40,143.00,0.00,0.00,6.90,39.90,0.0226,70.30,87.80,97.60,36.50,4.85,15.00,2.74,29.09,0,0,0.00,0,0,0,Yes,"9Wave Telecom",19.83,Yes,2.90,No,Active,0
NXT-100008,2024-04-01,1,8.00,287.30,50.00,0.00,0.00,2.38,42.90,0.0472,68.10,77.50,87.20,36.50,2.73,5.00,2.74,36.97,5,0,0.00,0,0,0,Yes,"9Wave Telecom",-2.45,No,3.30,No,Active,0
NXT-100008,2024-05-01,2,0.00,204.50,139.00,0.00,0.00,4.22,50.00,0.0133,76.10,88.10,79.60,36.50,0.00,0.00,2.74,39.24,0,0,0.00,0,0,0,Yes,MTN-X,17.25,No,2.90,Yes,Active,0
NXT-100008,2024-06-01,3,12.43,154.50,91.00,0.00,0.00,4.86,65.80,0.0153,69.40,81.80,93.80,36.50,3.38,0.00,2.74,42.62,2,0,0.00,1,0,1,Yes,"9Wave Telecom",-11.47,No,3.10,No,Active,0
NXT-100008,2024-07-01,4,11.60,101.40,65.00,0.00,0.00,3.42,61.10,0.0121,78.20,94.20,100.00,36.50,11.75,0.00,2.74,50.99,0,0,0.00,0,0,0,Yes,"AirLink Mobile",-1.87,Yes,2.50,No,Active,0
NXT-100008,2024-08-01,5,2.20,86.10,90.00,0.00,0.00,5.08,70.80,0.0223,67.60,86.60,95.00,36.50,0.25,0.00,2.74,39.49,0,0,0.00,1,0,0,Yes,"Zenith Connect",18.40,No,4.00,No,Active,0
NXT-100008,2024-09-01,6,12.09,127.70,245.00,0.00,0.00,3.37,0.40,0.0385,67.60,76.50,96.70,36.50,0.00,0.00,2.74,39.24,1,0,0.00,0,0,0,Yes,"Globacom Prime",-14.98,No,4.60,No,Active,0
NXT-100008,2024-10-01,7,16.96,250.10,65.00,0.00,0.00,4.83,54.90,0.0389,67.40,77.70,93.70,36.50,5.10,0.00,2.74,44.34,4,0,NULL,1,1,0,Yes,"Globacom Prime",6.93,Yes,3.60,No,Active,0
NXT-100008,2024-11-01,8,16.83,94.80,90.00,0.00,0.00,1.84,110.60,0.0215,73.10,61.90,85.50,36.50,1.25,0.00,2.74,40.49,2,0,0.00,1,3,1,Yes,"AirLink Mobile",-12.64,No,4.70,No,Active,0
NXT-100008,2024-12-01,9,9.30,308.10,180.00,0.00,0.00,3.99,117.90,0.0319,66.10,77.80,89.70,36.50,0.71,0.00,2.74,39.95,0,0,0.00,1,0,1,Yes,"AirLink Mobile",-7.15,No,3.50,No,Active,0
NXT-100008,2025-01-01,10,20.17,112.80,89.00,0.00,0.00,4.75,5.20,0.0079,69.60,71.90,93.90,36.50,0.00,0.00,2.74,39.24,0,0,0.00,2,1,0,Yes,"AirLink Mobile",16.40,Yes,2.50,No,Active,0
NXT-100008,2025-02-01,11,3.76,191.70,101.00,0.00,0.00,4.22,39.50,0.0149,65.40,77.00,98.00,36.50,10.17,10.00,2.74,39.41,0,0,0.00,0,0,1,Yes,"9Wave Telecom",0.24,No,4.70,No,Active,0
NXT-100008,2025-03-01,12,6.64,17.70,97.00,0.00,0.00,5.62,25.80,0.0083,71.50,81.80,85.50,36.50,0.60,0.00,2.74,39.84,1,0,0.00,1,0,0,Yes,"AirLink Mobile",14.34,No,4.50,No,Active,0
NXT-100008,2025-04-01,13,8.86,128.20,43.00,0.00,0.00,5.41,5.20,0.0471,63.60,73.10,75.30,36.50,1.17,0.00,2.74,40.41,0,0,0.00,2,0,0,Yes,"Zenith Connect",15.78,No,3.70,No,Active,0
NXT-100008,2025-05-01,14,15.13,0.00,108.00,0.00,0.00,4.28,152.00,0.0368,66.90,78.90,94.30,36.50,0.00,0.00,2.74,39.24,0,0,0.00,2,1,1,Yes,MTN-X,-3.53,No,4.60,No,Active,0
NXT-100008,2025-06-01,15,15.70,231.40,58.00,0.00,0.00,3.62,154.10,0.0210,73.00,85.80,95.40,36.50,4.87,0.00,2.74,44.11,0,0,0.00,2,1,1,Yes,MTN-X,13.10,No,3.70,No,Active,0
NXT-100008,2025-07-01,16,12.01,483.00,59.00,0.00,0.00,6.09,20.70,0.0280,69.10,70.30,88.80,36.50,1.72,0.00,2.74,40.96,2,0,0.00,0,0,0,Yes,"Zenith Connect",-3.57,No,3.70,No,Active,0
NXT-100008,2025-08-01,17,10.47,263.80,140.00,0.00,0.00,3.55,5.30,0.0183,78.40,92.40,90.00,36.50,4.81,0.00,2.74,NULL,0,0,0.00,0,2,0,Yes,"Globacom Prime",12.14,No,4.00,No,Active,0
NXT-100008,2025-09-01,18,2.10,127.10,155.00,0.00,0.00,4.18,20.90,0.0163,77.60,76.80,73.20,36.50,0.00,0.00,2.74,39.24,1,0,0.00,0,1,0,Yes,"Globacom Prime",-12.50,No,3.10,No,Active,0
NXT-100008,2025-10-01,19,14.49,300.10,93.00,0.00,0.00,4.08,9.40,0.0060,84.20,79.20,74.80,36.50,7.05,0.00,2.74,46.29,1,0,0.00,1,0,1,Yes,"Globacom Prime",0.45,No,3.20,No,Active,0
NXT-100008,2025-11-01,20,6.84,144.20,148.00,0.00,0.00,5.37,88.70,0.0267,72.00,67.90,82.90,36.50,14.03,0.00,2.74,53.27,3,0,0.00,2,3,0,Yes,"9Wave Telecom",14.37,No,3.10,Yes,churned,0
NXT-100009,2023-10-01,0,21.32,183.70,170.00,0.00,0.00,5.49,79.20,0.0182,71.90,68.20,59.60,36.50,0.18,0.00,2.74,39.42,0,0,0.00,0,1,0,Yes,"9Wave Telecom",19.64,Yes,4.80,No,Active,0
NXT-100009,2023-11-01,1,8.75,248.90,0.00,0.00,0.00,6.61,27.70,0.0114,75.50,74.30,80.90,36.50,3.53,5.00,2.74,37.77,4,0,0.00,0,1,0,Yes,"AirLink Mobile",18.31,No,3.00,No,Active,0
NXT-100009,2023-12-01,2,19.61,198.90,52.00,0.00,0.00,4.71,26.10,0.0125,77.20,69.40,69.60,36.50,0.00,0.00,2.74,39.24,0,0,0.00,0,0,0,Yes,"Globacom Prime",6.26,No,4.70,No,Active,0
NXT-100009,2024-01-01,3,5.21,315.80,93.00,0.00,0.00,4.27,0.40,0.0207,70.10,69.80,66.60,36.50,15.99,0.00,2.74,55.23,1,0,0.00,0,0,0,Yes,"9Wave Telecom",-7.51,No,2.60,No,Active,0
NXT-100009,2024-02-01,4,17.93,315.60,107.00,0.00,0.00,4.15,43.90,0.0147,64.10,68.00,65.40,36.50,9.23,0.00,2.74,48.47,2,0,0.00,0,0,1,Yes,"Globacom Prime",-8.34,Yes,2.80,Yes,Active,0
NXT-100009,2024-03-01,5,13.14,155.70,18.00,0.00,0.00,3.60,1.70,0.0286,70.80,71.50,74.70,36.50,4.95,0.00,2.74,44.19,0,0,0.00,0,0,0,Yes,"Zenith Connect",11.10,No,4.40,No,Active,0
NXT-100009,2024-04-01,6,15.32,301.40,114.00,0.00,0.00,3.07,49.80,0.0457,67.80,62.40,57.40,36.50,4.95,0.00,2.74,44.19,1,0,0.00,1,0,0,Yes,"9Wave Telecom",4.01,No,4.60,No,Active,0
NXT-100009,2024-05-01,7,15.63,28.20,97.00,0.00,0.00,2.72,64.50,0.0232,72.20,76.50,65.60,36.50,0.00,0.00,2.74,39.24,2,0,0.00,0,0,0,Yes,"9Wave Telecom",16.11,No,4.50,No,Active,0
NXT-100009,2024-06-01,8,9.46,184.80,48.00,0.00,0.00,3.86,20.10,0.0349,70.40,59.10,70.50,36.50,5.76,15.00,2.74,30.00,2,0,0.00,0,0,1,Yes,"Globacom Prime",17.09,No,4.00,No,Active,0
NXT-100009,2024-07-01,9,13.11,396.40,34.00,0.00,0.00,3.16,1.00,0.0264,75.50,68.30,62.10,36.50,5.75,0.00,2.74,44.99,1,0,0.00,1,0,0,Yes,"AirLink Mobile",14.66,No,3.30,No,active,0
NXT-100009,2024-08-01,10,13.13,272.70,60.00,0.00,0.00,1.43,6.10,0.0076,70.40,65.10,70.70,36.50,5.22,10.00,2.74,34.46,4,0,0.00,1,0,0,Yes,"Globacom Prime",14.98,No,2.80,No,Active,0
NXT-100009,2024-09-01,11,14.66,102.40,87.00,0.00,0.00,3.86,30.90,0.0351,67.00,70.20,68.20,36.50,4.95,10.00,2.74,34.19,12,0,0.00,0,0,0,Yes,MTN-X,-14.19,Yes,3.80,No,Active,0
NXT-100009,2024-10-01,12,4.68,68.30,44.00,0.00,0.00,1.79,97.80,0.0279,78.60,65.60,60.60,36.50,4.42,0.00,2.74,43.66,0,0,0.00,0,0,0,Yes,"9Wave Telecom",12.34,No,3.00,No,Active,0
NXT-100009,2024-11-01,13,12.89,176.50,12.00,0.00,0.00,4.18,33.80,0.0345,75.30,69.50,NULL,36.50,3.50,5.00,2.74,37.74,1,0,NULL,0,0,0,Yes,MTN-X,-1.71,No,4.60,No,Active,0
NXT-100009,2024-12-01,14,9.69,275.50,148.00,0.00,0.00,5.91,10.90,0.0101,NULL,67.70,66.50,36.50,12.38,0.00,2.74,51.62,2,0,0.00,0,0,0,Yes,"Globacom Prime",6.88,No,4.70,No,Active,0
NXT-100009,2025-01-01,15,16.46,186.40,81.00,0.00,0.00,7.30,42.40,0.0142,71.80,61.10,65.70,36.50,2.29,0.00,2.74,41.53,0,0,0.00,0,0,0,Yes,"9Wave Telecom",1.05,No,3.90,No,Active,0
